{,#N/A,German,Spanish,Brazilian Portuguese,Russian,Japanese,Simplified Chinese,Italian,French,Korean,Turkish,Hungarian
"Event.10h.4: ""StrojvedouciDenis.Eleanor-DEBUG:10h.4"",",StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,СтройведуциДенис.Элеанор-DEBUG:10ч.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4,StrojvedouciDenis.Eleanor-DEBUG:10h.4
*/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
// 14 hearts,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"// OLD part 1/1 (old 14h event dialogues, now 14h-short; variants are automatically used depending if you have Hogwarts installed or not; also 10 hearts temporary event)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
// SVE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Events.14h-short_SVE.0: ""... You ask yourself why on earth is Eleanor here, standing in this magic circle, left all alone..."", //message","... You ask yourself why on earth is Eleanor here, standing in this magic circle, left all alone...","... Du fragst dich, warum um alles in der Welt Eleanor hier in diesem magischen Kreis steht und ganz allein gelassen wird ...","... Te preguntas por qué diablos está Eleanor aquí, parada en este círculo mágico, dejada completamente sola...","... Você se pergunta por que diabos Eleanor está aqui, parada neste círculo mágico, deixada sozinha...","... Вы спрашиваете себя, почему Элеонора здесь, стоящая в этом волшебном круге, осталась совсем одна...",...一体なぜエレノアがここに、この魔法陣の中に一人で立っているのか、あなたは自問します...,...你问自己到底为什么埃莉诺会在这里，独自站在这个魔法圈中...,"... Ti chiedi perché mai Eleanor è qui, in piedi in questo cerchio magico, lasciata tutta sola...","... Vous vous demandez pourquoi diable Eleanor est-elle ici, debout dans ce cercle magique, laissée toute seule...",... 당신은 도대체 왜 엘레노어가 여기 마법진 안에 홀로 남겨진 채 서 있는지 자문해 봅니다...,"... Kendinize Eleanor'un neden burada, bu sihirli çemberin içinde yapayalnız bırakıldığını soruyorsunuz...","... Azt kérdezed magadtól, hogy miért van itt Eleanor, ebben a varázskörben, egyedül hagyva..."
"Events.14h-short_SVE.1: ""Wait, she still didn't notice you.#You look at her face and you see...#...#tears???#Now THIS is unexpected."", //message","Wait, she still didn't notice you.#You look at her face and you see...#...#tears???#Now THIS is unexpected.","Warte, sie hat dich immer noch nicht bemerkt.#Du siehst ihr ins Gesicht und siehst...#...#Tränen???#Das ist unerwartet.","Espera, ella todavía no te notó.#Miras su cara y ves...#...#lágrimas???#Ahora ESTO es inesperado.","Espere, ela ainda não percebeu você.#Você olha para o rosto dela e vê...#...#lágrimas???#Agora ISSO é inesperado.","Подожди, она тебя все еще не заметила.#Ты смотришь на ее лицо и видишь...#...#слезы???#Вот ЭТО неожиданно.",待って、彼女はまだあなたに気づいていませんでした。#彼女の顔を見てみればわかります...#...#涙???#これは予想外です。,等等，她还是没有注意到你。#你看着她的脸，你看到...#...#眼泪???#现在这是出乎意料的。,"Aspetta, ancora non ti ha notato.#Guardi il suo viso e vedi...#...#lacrime???#Ora QUESTO è inaspettato.","Attends, elle ne t'a toujours pas remarqué.#Tu regardes son visage et tu vois...#...#des larmes???#Maintenant, CECI est inattendu.","잠깐, 그녀는 아직도 당신을 알아차리지 못했습니다.#그녀의 얼굴을 보면...#...#눈물이 보이나요???#이제 이건 예상치 못한 일입니다.","Bekle, o seni hâlâ fark etmedi.#Yüzüne bakıyorsun ve görüyorsun...#...#gözyaşları???#Şimdi BU beklenmedik bir durum.","Várj, még mindig nem vett észre téged.#Az arcára nézel, és látod...#...#könnyek???#Ez váratlan."
"Events.14h-short_SVE.2: ""You give yourself a second to process this situation and then you ask her if everything is okay."", //message",You give yourself a second to process this situation and then you ask her if everything is okay.,"Du gibst dir eine Sekunde Zeit, um diese Situation zu verarbeiten, und fragst sie dann, ob alles in Ordnung ist.",Te das un segundo para procesar esta situación y luego le preguntas si todo está bien.,Você se dá um segundo para processar a situação e depois pergunta se está tudo bem.,"Вы даете себе секунду, чтобы обдумать эту ситуацию, а затем спрашиваете ее, все ли в порядке.",あなたはこの状況を処理するのに少し時間を割いてから、彼女にすべてが大丈夫かどうか尋ねます。,你给自己一点时间来处理这种情况，然后问她是否一切都好。,Ti concedi un secondo per elaborare questa situazione e poi le chiedi se va tutto bene.,"Vous vous accordez une seconde pour gérer cette situation, puis vous lui demandez si tout va bien.",잠시 시간을 내어 이 상황을 처리한 다음 그녀에게 모든 것이 괜찮은지 물어보세요.,Bu durumu sindirmek için kendinize bir saniye verirsiniz ve sonra ona her şeyin yolunda olup olmadığını sorarsınız.,"Adsz magadnak egy másodpercet, hogy feldolgozd ezt a helyzetet, majd megkérdezed tőle, hogy minden rendben van-e."
"Events.14h-short_SVE.3: ""You scared her, which was not the goal but looks like it worked..."", //message","You scared her, which was not the goal but looks like it worked...","Du hast ihr Angst gemacht, was zwar nicht das Ziel war, aber anscheinend funktioniert hat ...","La asustaste, que no era el objetivo pero parece que funcionó...","Você a assustou, o que não era o objetivo, mas parece que funcionou...","Ты напугал ее, хотя это не было целью, но, похоже, это сработало...",あなたは彼女を怖がらせました、それは目的ではありませんでしたが、うまくいったようです...,你吓到了她，这不是目标，但看起来有效......,"L'hai spaventata, il che non era l'obiettivo, ma sembra che abbia funzionato...","Vous lui avez fait peur, ce qui n'était pas le but mais on dirait que ça a marché...","그녀를 겁주었잖아, 목표는 아니었지만 효과가 있었던 것 같아...",Onu korkuttun ama amaç bu değildi ama görünüşe göre işe yaradı...,"Megijesztetted, ami nem volt a cél, de úgy tűnik, sikerült..."
"Events.14h-short_SVE.4: ""Oh!$s#$b#{{DT_name}}!!!$s#$b#What on Earth are you doing here?!$s"",",Oh!$s#$b#{{DT_name}}!!!$s#$b#What on Earth are you doing here?!$s,Oh!$s#$b#{{DT_name}}!!!$s#$b#Was zum Teufel machst du hier?!$s,¡¡¡Oh!$s#$b#{{DT_name}}!!!$s#$b#¡¿Qué diablos estás haciendo aquí?!$s,Oh!$s#$b#{{DT_name}}!!!$s#$b#O que diabos você está fazendo aqui?!$s,О!$s#$b#{{DT_name}}!!!$s#$b#Что ты здесь делаешь?!$s,Oh!$s#$b#{{DT_name}}!!!$s#$b#一体ここで何をしているの?!$s,哦！$s#$b#{{DT_name}}!!!$s#$b#你到底在这里做什么？！$s,Oh!$s#$b#{{DT_name}}!!!$s#$b#Che diavolo ci fai qui?!$s,Oh!$s#$b#{{DT_name}}!!!$s#$b#Qu'est-ce que tu fais ici ?!$s,아!$s#$b#{{DT_name}}!!!$s#$b#도대체 여기서 뭐하는 거야?!$s,Oh!$s#$b#{{DT_name}}!!!$s#$b#Ne yapıyorsun burada?!$s,Ó!$s#$b#{{DT_name}}!!!$s#$b#Mi a fenét keresel itt?!$s
"Events.14h-short_SVE.5: ""...$s#$b#That's true - you have full rights to ask me the same question, don't you?$s#$b#Sorry...$s"",","...$s#$b#That's true - you have full rights to ask me the same question, don't you?$s#$b#Sorry...$s","...$s#$b#Das stimmt – Sie haben das volle Recht, mir die gleiche Frage zu stellen, nicht wahr?$s#$b#Entschuldigung...$s","...$s#$b#Eso es cierto, tienes pleno derecho a hacerme la misma pregunta, ¿no?$s#$b#Lo siento...$s","...$s#$b#Isso é verdade - você tem todo o direito de me fazer a mesma pergunta, não é?$s#$b#Desculpe...$s","...$s#$b#Это правда - у вас есть полное право задать мне тот же вопрос, не так ли?$s#$b#Извините...$s",...$s#$b#それは本当です - あなたには私に同じ質問をする完全な権利がありますよね?$s#$b#申し訳ありません...$s,...$s#$b#确实如此 - 您完全有权问我同样的问题，不是吗？$s#$b#抱歉...$s,"...$s#$b#È vero, hai tutto il diritto di farmi la stessa domanda, vero?$s#$b#Scusa...$s","...$s#$b#C'est vrai, vous avez tout à fait le droit de me poser la même question, n'est-ce pas ?$s#$b#Désolé...$s",...$s#$b#그렇습니다. 당신은 나에게 같은 질문을 할 모든 권리가 있습니다. 그렇죠?$s#$b#죄송합니다...$s,"...$s#$b#Doğru - aynı soruyu bana sormaya tüm hakların var, değil mi?$s#$b#Üzgünüm...$s","...$s#$b#Ez igaz – Önnek teljes joga van feltenni nekem ugyanezt a kérdést, ugye?$s#$b#Elnézést...$s"
"Events.14h-short_SVE.6: ""To answer your question...$s"",",To answer your question...$s,Um Ihre Frage zu beantworten...$s,Para responder a tu pregunta...$s,Para responder sua pergunta...$s,Чтобы ответить на ваш вопрос...$s,あなたの質問に答えるには...$s,回答你的问题...$s,Per rispondere alla tua domanda...$s,Pour répondre à votre question...$s,귀하의 질문에 답변하려면...$s,Sorunuzu yanıtlamak için...$s,A kérdésedre válaszolva...$s
"Events.14h-short_SVE.7: ""You notice she started to breathe heavily. Some strange magical connection is telling you that a sad story is incoming..."", //message",You notice she started to breathe heavily. Some strange magical connection is telling you that a sad story is incoming...,"Sie bemerken, dass sie anfing, schwer zu atmen. Eine seltsame magische Verbindung sagt dir, dass eine traurige Geschichte auf dich zukommt ...",Notarás que ella comenzó a respirar con dificultad. Alguna extraña conexión mágica te está diciendo que se avecina una historia triste...,Você percebe que ela começou a respirar pesadamente. Alguma estranha conexão mágica está lhe dizendo que uma história triste está chegando...,"Вы заметили, что она начала тяжело дышать. Какая-то странная магическая связь подсказывает вам, что приближается печальная история...",彼女が荒い息をし始めていることに気づきました。奇妙な魔法のようなつながりが、悲しい物語が近づいていることを告げています...,你注意到她开始喘粗气。一些奇怪的神奇联系正在告诉你一个悲伤的故事即将到来......,Noti che ha iniziato a respirare pesantemente. Qualche strana connessione magica ti sta dicendo che una triste storia è in arrivo...,Vous remarquez qu'elle a commencé à respirer fortement. Une étrange connexion magique vous annonce qu'une triste histoire se prépare...,그녀가 숨을 크게 쉬기 시작했다는 것을 알 수 있습니다. 어떤 이상한 마법의 연결이 당신에게 슬픈 이야기가 다가오고 있음을 알려줍니다...,"Ağır nefes almaya başladığını fark ettin. Garip, büyülü bir bağlantı size üzücü bir hikayenin yaklaştığını söylüyor...","Észreveszi, hogy erősen lélegezni kezdett. Valami furcsa mágikus összefüggés azt súgja, hogy egy szomorú történet érkezik..."
"Events.14h-short_SVE.8: ""It's hard to talk about, but...$s#$b#I don't quite remember - I was just a small kid back then - what happened, but I know what was said to me...$s"",","It's hard to talk about, but...$s#$b#I don't quite remember - I was just a small kid back then - what happened, but I know what was said to me...$s","Es ist schwer, darüber zu reden, aber...$s#$b#Ich kann mich nicht mehr genau erinnern – ich war damals noch ein kleines Kind –, was passiert ist, aber ich weiß, was mir gesagt wurde...$s","Es difícil hablar de ello, pero...$s#$b#No recuerdo muy bien - yo era sólo un niño pequeño en ese entonces - lo que pasó, pero sé lo que me dijeron...$s","É difícil falar sobre isso, mas...$s#$b#Não me lembro bem - eu era apenas uma criança naquela época - o que aconteceu, mas sei o que me disseram...$s","Трудно об этом говорить, но...$s#$b#Я не совсем помню - я тогда был еще совсем маленьким - что произошло, но я знаю, что мне сказали...$s",話すのは難しいですが...$s#$b#よく覚えていません - 当時私はまだ小さかったです - 何が起こったのか、でも私に何を言われたかは知っています...$s,很难说，但是...$s#$b#我不太记得了 - 那时我只是个小孩子 - 发生了什么，但我知道他们对我说了什么...$s,"È difficile parlarne, ma...$s#$b#Non ricordo bene - ero solo un ragazzino allora - cosa è successo, ma so cosa mi è stato detto...$s","C'est difficile d'en parler, mais...$s#$b#Je ne me souviens pas très bien - j'étais juste un petit enfant à l'époque - de ce qui s'est passé, mais je sais ce qu'on m'a dit...$s","이야기하기는 어렵지만...$s#$b#기억은 잘 나지 않습니다. 당시 저는 아주 어린아이였습니다. 무슨 일이 일어났는지 알지만, 저에게 무슨 말을 했는지 압니다...$s","Hakkında konuşmak zor, ama...$s#$b#Tam olarak hatırlamıyorum - o zamanlar küçük bir çocuktum - ne olduğunu, ama bana ne söylendiğini biliyorum...$s","Nehéz erről beszélni, de...$s#$b#Nem egészen emlékszem - akkor még csak kisgyerek voltam -, hogy mi történt, de tudom, mit mondtak nekem...$s"
"Events.14h-short_SVE.9: ""As far as anyone knew back then, my parents left one day because of the incoming danger - and no one has ever heard nor seen them again after that day...$s"",","As far as anyone knew back then, my parents left one day because of the incoming danger - and no one has ever heard nor seen them again after that day...$s","Soweit damals jemand wusste, sind meine Eltern eines Tages wegen der drohenden Gefahr weggegangen – und niemand hat sie nach diesem Tag jemals wieder gehört oder gesehen...$s","Hasta donde todos sabían en ese entonces, mis padres se fueron un día debido al peligro inminente, y nadie los volvió a oír ni a ver después de ese día...$s","Pelo que todos sabiam naquela época, meus pais partiram um dia por causa do perigo que se aproximava - e ninguém nunca mais os ouviu nem os viu depois daquele dia...$s","Насколько тогда было известно, мои родители однажды уехали из-за надвигающейся опасности - и после этого дня их больше никто не слышал и не видел...$s",当時誰もが知っていた限りでは、私の両親は、迫り来る危険のためにある日家を出ました - そしてその日以来、誰も彼らの話を聞いたり見たことはありません... $s,据当时所有人所知，我的父母有一天因为即将到来的危险而离开了 - 那天之后没有人再听到或见过他们......$s,"Per quanto si sapeva allora, i miei genitori se ne andarono un giorno a causa del pericolo incombente - e nessuno li ha più sentiti né visti da quel giorno...$s","D'après ce que l'on savait à l'époque, mes parents sont partis un jour à cause du danger imminent - et personne ne les a jamais entendus ni revus après ce jour...$s","그 당시에는 누구나 아는 한, 어느 날 부모님은 위험이 닥쳐올까봐 떠나셨고, 그 이후로는 그 누구도 부모님의 소식을 듣거나 본 적이 없습니다...$s","O zamanlar herkesin bildiği kadarıyla, annem ve babam yaklaşan tehlike nedeniyle bir gün ayrılmışlar ve o günden sonra onları bir daha kimse duymuş ve görmemiş...$s","Amennyire akkoriban bárki tudta, a szüleim egy napon elmentek a közelgő veszély miatt - és senki sem hallotta és nem látta őket többé azután...$s"
"Events.14h-short_SVE.10: ""I was already sent to my grandparents that time, so we didn't know until like a week later - after they weren't found.$s"",","I was already sent to my grandparents that time, so we didn't know until like a week later - after they weren't found.$s","Damals wurde ich bereits zu meinen Großeltern geschickt, also erfuhren wir es erst etwa eine Woche später – nachdem sie nicht gefunden wurden.$s","Ya me enviaron con mis abuelos esa vez, así que no lo supimos hasta una semana después, después de que no los encontraron.$s","Eu já fui enviado para meus avós naquela época, então só soubemos uma semana depois - depois que eles não foram encontrados.$s","В тот раз меня уже отправили к бабушке и дедушке, так что мы узнали об этом только через неделю — после того, как их не нашли.$s",そのとき私はすでに祖父母の元に送られていたので、一週間ほど経ってから祖父母が見つからなくなるまで知りませんでした。,那时我已经被送到我的祖父母那里了，所以直到一周后我们才知道——在他们没有找到之后。$s,"Ero già stato mandato dai miei nonni quella volta, quindi lo sapevamo solo una settimana dopo, quando non erano stati più ritrovati.$s","J'avais déjà été envoyé chez mes grands-parents à ce moment-là, donc nous ne l'avons su qu'une semaine plus tard, après qu'ils n'aient pas été retrouvés.$s",그 당시 나는 이미 조부모님께 보내졌기 때문에 일주일 정도 지나서야 조부모님을 찾을 수 있을 때까지 알 수 없었습니다.$s,"O zamanlar büyükannem ve büyükbabamın yanına gönderilmiştim, bu yüzden bir hafta kadar sonra, onlar bulunamayıncaya kadar bilmiyorduk.$s","Engem már akkor küldtek a nagyszüleimhez, így csak egy hét múlva tudtuk meg – miután nem találták meg őket.$s"
